id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_2022_VOLUME_THREE:Section D,Section D,Excessive noise,--------------------------------------------------------------------------------,[],[],2,,84,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part D1,Part D1,Excessive noise,D1F1 Excessive noise D1D2 Undue noise,[],[],2,,84,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Section E,Section E,Facilities and ancillary additions,"VIC Part E2 Heating, ventilation and air conditioning systems Objectives VIC E2O1 Objective Functional Statements VIC E2F1 Functional statement 1 VIC E2F2 Functional statement 2 Performance Requirements Deemed-to-Satisfy Provisions VIC E2D1 Application VIC E2D2 General requirements VIC Part E3 Stormwater - Roof drainage systems Objectives VIC E3O1 Objective Functional Statements VIC E3F1 Functional statement Performance Requirements VIC E3P1 Roof drainage systems VIC E3P2 Overflow VIC E3P3 Watertightness VIC E3P4 Design, construction and installation Deemed-to-Satisfy Provisions VIC E3D1 Application VIC E3D2 General requirements VIC Part E4 Stormwater - Surface and sub-surface drainage systems Objectives VIC E4O1 Objective Functional Statements VIC E4F1 Functional statement Performance Requirements VIC E4P1 Surface drainage systems VIC E4P2 Design, construction and installation Deemed-to-Satisfy Provisions VIC E4D1 Application VIC E4D2 General requirements Schedule 1 Definitions Schedule 2 Referenced documents Footnote: Other legislation affecting buildings VIC Introduction This Appendix contains variations and additions to the Plumbing Code of Australia(PCA) provisions which are considered necessary for the effective application of the Code in Victoria and shall be treated as amendments to the Code.",[],[],2,,84,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part A2,Part A2,A2G2,"Compliance with the NCC Performance Solution [2019: A2.2] Insert subclause VICA2G2(5) in clause A2G2 as follows: (5) A Performance Solution cannot be used to satisfy a relevant Performance Requirement for the installation of a combustible cladding product in an external wall of a— (a) Class 2.3 or 9 building with a rise in storeys of 2 that does not comply with C2D6; and (b) Class 2.3, 5.6, 7.8 or 9 building with a rise in storeys of 3 or more.",[],[],2,,85,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B1,Part B1,Cold water services,"Delete B1D3 and insert VIC B1D3 as follows: VIC B1D3 General requirements [2019: VIC B1.4(1), (2) and(3)] (1) A cold water service must be in accordance with AS/NZS 3500.1. (2) Drinking water that is not intentionally heated must be delivered at a temperature of less than 40°C. (3) A hose tap must be provided in men’s public toilets adjacent to the urinals.",[],[],2,,85,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B2,Part B2,Heated water services,"B2P3 Velocity [2019: BP2.3] Delete B2P3(1) and insert VIC B2P3(1) as follows: (1) The water velocity in heated water service pipework up to 65 °C must not exceed— (a) 3 m/s for more than 1% of the time that water is required during the peak hour in non-circulatory heated water systems; and (b) 1.2 m/s for the flow and 1.0 m/s for the return of a copper circulatory heated water service for more than 1% of the time that water is required during the peak hour; and (c) 1.0 m/s for the flow and return of a circulatory heated water service using other materials for more than 1% of the time that the water is required during the peak hour. B2P4 Access and isolation [2019: BP2.3] Delete B2P4(1) and insert VIC B2P4(1) as follows: (1) Access must be available to the heated water service for maintenance of mechanical components and operational controls. B2P7 Energy use and source [2019: BP2.6] Insert subclause VIC B2P7(3) in clause B2P7 as follows: (3) A solar water heater system installed in a new Class 1 building to comply with Part 2.6 and Part 3.12 of NCC 2019 Volume Two must comply with the Plumbing Regulations 2018. B2D2 Water heater in a heated water supply system [2019: B2.2] Insert subclause VIC B2D2(5) in clause B2D2 as follows: (5) A solar water heater system installed in a new Class 1 building to comply with Part 2.6 and Part 3.12 of NCC 2019 Volume Two must comply with the Plumbing Regulations 2018. Delete B2D5 and insert VIC B2D5 as follows: VIC B2D5 Maximum delivery temperature [2019: B2.5] The delivery temperature of heated water at the outlet of each sanitary fixture must be— (a) not more than 45 °C in any— (i) residential part of an aged care building; or (ii) patient care area in a health-care building; or (iii) part of an early childhood centre, or primary or secondary school, that is used by children; or (iv) designated accessible facility in a common area of a Class 2 building, or in any part of a Class 3, Class 5, Class 6, Class 7, Class 8,Class 9a, 9b, 9c or Class 10 building; or (b) not more than 50 °C in all other cases. Delete B2D6 and insert VIC B2D6 as follows: VIC B2D6 Temperature control devices [2019: B2.6] (1) A temperature control device used to deliver heated water in accordance with B2D5(a) must be a— (a) thermostatic mixing valve; or (b) thermostatically controlled tap. (2) A temperature control device used to deliver heated water in accordance with B2D5(b) must be a— (a) thermostatic mixing valve; or (b) thermostatically controlled tap; or (c) tempering valve; or (d) temperature limited water heater. (3) The required maximum delivery temperature must be achieved in accordance with AS/NZS 3500.4. (4) Thermostatic mixing valve work must comply with AS 4032.3 Water Supply - Valves for the control of heated water supply temperatures - Part 3: Requirements for field testing, maintenance or replacement of thermostatic mixing valves, tempering valves and end of line temperature control devices.",[],[],2,,85,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B3,Part B3,Non-drinking water services,"B3P3 Velocity [2019: BP3.3] Delete B3P3(1) and insert VIC B3P3(1) as follows: (1) Non-drinking water services must ensure that pipework water velocity does not exceed 3 m/s for more than 1% of the time that the water is required during the annual peak hour. Delete B3D3 and insert VIC B3D3 as follows: VIC B3D3 General requirements [2019: VIC B3.3] A non-drinking water service must be in accordance with AS/NZS 3500.1, subject to the following: (a) Substitute the text of clause 9.7.1(a) as follows: (a) be of a type that has a removable handle. (b) Substitute the text of clause 9.7.1(c) as follows: (c) have a non-standard inlet connecting thread and a standard hose connection outlet.",[],[],2,,86,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B4,Part B4,Fire-fighting water services,"B4P2 Access and isolation [2019: BP4.1] Delete B4P2(2) and insert VIC B4P2(2) as follows: (2) Afire-fighting water service must ensure the system can be isolated for testing and maintenance and have adequate provision for required flow testing (drainage). Delete B4D2 and insert VIC B4D2 as follows: VIC B4D2 General requirements [2019: Vic B4.2] (1) Fire-fighting water services for Class 2to Class 9 buildings and structures must comply with the requirements of Part E1 of Volume One of the NCC. (2) The installation of a fire-fighting water service must be in accordance with AS/NZS 3500.1. (3) When installed in Class 1 or Class 10 buildings and structures, an automatic fire sprinkler system must be in accordance with AS 2118.1, AS 2118.4, or AS 2118.5 as appropriate. (4) Fire-fighting water service work must be in accordance with— (a) AS/NZS 1530.3, (b) AS 4118.1.1, (c) AS 4118.1.2, (d) AS 4118.1.3, (e) AS 4118.1.4, (f) AS 4118.1.5, (g) AS 4118.1.6, (h) AS 4118.1.7, (i) AS 4118.1.8, (j) AS 2941, (k) AS 2118.2, (l) AS 2118.3, (m) AS 2118.8, (n) AS 2118.10; and (o) AS 1851 as appropriate.",[],[],2,,86,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B6,Part B6,Rainwater services,"Insert VIC B6P7 as follows: VIC B6P7 Rainwater service [New for 2022] A rainwater service must— (a) avoid the likelihood of contamination of water within the rainwater service, the cold water service, or the Network Utility Operator’s drinking water supply(if connected); and (b) not pose a hazard to public health; and (c) not have an unprotected cross-connectionwith any Network Utility Operator’s drinking water service. B6D1 Deemed-to-Satisfy Provisions [2019: B6.1] Delete B6D1(1) and insert VIC B6D1(1) as follows: (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirements B6P1 to B6P7 are satisfied by complying with B6D2to B6D6. Delete B6D2 and insert VIC B6D2 as follows: VIC B6D2 General requirements [New for 2022(2019: Volume Two V2.6.1 and V13.12.0)] A rainwater service must comply with Section 15 of AS/NZS 3500.1.",[],[],2,,87,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part B7,Part B7,Rainwater storage,"B7P1 Contamination control [2019: BP6.1] Delete B7P1(1) and insert VIC B7P1(1) as follows: (1) Rainwater storage must reduce the likelihood of contamination within the rainwater storage system, the cold water service and the Network Utility Operator’s drinking water supply(if connected). Delete B7P1(2) and insert VIC B7P1(2) as follows: (2) Rainwater storage must not pose a hazard to public health. Delete B7P4 and insert VIC B7P4 as follows: VIC B7P4 Identification [2019: BP6.4] Rainwater storage and holding tanks used only for non-drinking purposes must be clearly identified. B7D1 Deemed-to-Satisfy Provisions [2019: B6.1] Delete B7D1(1) and insert VIC B7D1(1) as follows: (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirements B7P1 to B7P4 are satisfied by complying with B7D2 and B7D4. Delete B7D3 and insert VIC B7D3 as follows: VIC B7D3 Identification [2019: B6.5] The rainwater storage must be identified as rainwater in accordance with AS/NZS 3500.1. Insert VIC B7D4 as follows: VIC B7D4 General requirements [New for 2022(2019: Volume Two V2.6.1 and V3.12.0)] Rainwater storage must— (a) comply with AS/NZS 3500.1; and (b) not have an unprotected cross-connectionwith any Network Utility Operator’s drinking waterservice or with any non-drinking water service; and (c) comply with Part B1 where any cold water service from a Network Utility Operator’s drinking water supply connects to a rainwater storage system or to a switching device. Specification 41 Cross-connection hazards S41C3 Protection types and hazard ratings [2019: BS5.1.3] Delete S41C3(3) and insert VIC S41C3(3) as follows: (3) Pipework and outlets supplied by a drinking water source downstream of an individual protection or zone protection backflow prevention device are considered to convey drinking waterfrom an unprotected water service. S41C4 Individual protection [2019: BS5.1.4] Delete S41C4(3) and insert VIC S41C4(3) as follows: (3) The following are High Hazard for the purpose of individual protection: (a) Chlorinators. (b) Coils and jackets in heat exchangers, in unsealed and toxic environments. (c) Steam calorifiers. (d) Steam boilers. (e) Antibiotic injectors(agricultural). (f) Bidets and toilet douche seats where the outlet in any position is not 25 mm above the overflow level of the pan. (g) Bidettes installed without a minimum 25 mm air gap. (h) Handheld bidet / douche hoses and trigger sprays. (i) Chemical dispensers(high toxicity). (j) Cooling towers. (k) Demineralising equipment using ion-exchange resins with acid and alkali regeneration. (l) Equipment used for handling, mixing, measuring and processing chemical and microbiological substances. (m) Fogging and cleaning sprays with chemical injection or additives. (n) Mixing of chemicals. (o) Pan washing apparatus. (p) Photographic developers with drinking water supply rinse tanks or mixing facilities. (q) Plants with auxiliary non-drinking water supplies. (r) Type D irrigation system injected with fertilisers, herbicides, nematicides, insecticides or weedicides. (s) Weed and pest spraying and water cartage tanks. (t) Portable and mobile tankers. (u) Placenta / surgical waste disposal units. (v) Food preparation or food storage tanks, vats or vessels(with clean-in-place systems). (w) Buried rainwater tank. Delete S41C6 and insert VIC S41C6 as follows: VIC S41C6 Containment protection [2019 BS5.1.6] (1) The following are Low Hazardfor the purpose of containment protection: (a) A water service provided to a Class 1, Class 2, Class 7a or Class 10 building where— (i) not more than 12 persons reside; and (ii) the building may only use non-commercial amounts of cleaning products. (b) Premises served by a rainwater harvesting system, not including any rainwater storage tanks that are buried tanks. (c) Properties with only a drinking water service provided by a Network Utility Operator. (d) Properties served by a Network Utility Operator’s recycled water supply. (2) The following are Medium Hazardfor the purpose of containment protection: (a) A water service provided to a Class 3, Class 4, Class 5, Class 6 or Class 7b building where chemicals are not stored. (b) A water service provided to a property that has— (i) other non-drinking water services; or (ii) a separate fire water service. (3) The following are High Hazard for the purpose of containment protection: (a) A water service provided to a Class 7b building where chemicals may be stored. (b) A water service provided to a Class 8 or Class 9 building. (c) A water service provided to a property used for commercial agriculture, farming, turf irrigation, industrial, processing or chemical industries. (d) A water service provided to a property that has non-drinking water services from multiple sources with potential for health related contamination.",[],[],2,,87,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part C1,Part C1,Sanitary plumbing systems,"Delete C1D3 and insert VIC C1D3 as follows: VIC C1D3 General requirements [2019: VIC C1.3] A sanitary plumbing system must be in accordance with AS/NZS 3500.2 subject to the following: (a) For Class 1 buildings, substitute Clause 6.6.2.4.2 as follows: (i) 6.6.2.4.2 New installations: Where a junction is used to make the connection of a DN 100 branch pipe to another DN 100 pipe, the entry level of the branch pipe shall be elevated at an incline of not less than 15° above the horizontal.Where the 15° requirement cannot be achieved, the incline must be as close as possible to 15° to avoid stranding.Where a fixture is connected to a graded discharge pipe, the installation shall also be in accordance with Clause 6.6.2.1. (b) After clause 13.9(b), delete the following: Where a bath trap is not accessible, the bath shall discharge untrapped to a floor waste gully(FWG) in accordance with Table 4.6.7.2 and Appendix B. (c) After clause 15.1, insert clause 15.1A as follows: When tested, the respective sections of any soil pipe, waste pipe, vent pipe or above-ground drain must be free of leaks when subjected to an air test in accordance with clause 15.3. (d) Substitute clause 15.3.3 as follows: When tested, the respective sections of any soil pipe, waste pipe, vent pipe or above ground drain must be free of leaks when subjected to an air test in accordance with clause 15.3.2 over the minimum test duration specified in Table 15.3.2.",[],[],2,,88,NCC_2022_VOLUME_THREE
NCC_2022_VOLUME_THREE:Part C2,Part C2,Sanitary drainage systems,"Insert VIC C2P8 as follows: VIC C2P8 No point of connection [New for 2022] Where a point of connection to a Network Utility Operator’s sewerage system is not available, an on-site wastewater management system must be designed, installed and maintained in accordance with the requirements and agreement of the relevant authority having jurisdiction. Delete C2V2 and insert VIC C2V2 as follows: VIC C2V2 Pressure testing Delete C2D4 and insert VIC C2D4 as follows: VIC C2D4 General requirements [2019: VIC C2.4(1) to(5)] (1) A sanitary drainage system must be in accordance with AS/NZS 3500.2; subject to the following— (a) insert Clause 4.4.2.1(e): (e) Where an inspection shaft or boundary trap riser in a below ground sanitary drainage system is located clear of a building and is not likely to be damaged by vehicular traffic, a light cover must be installed in accordance with clause 4.4.2.1(a) and clause 4.4.2.1(c)(ii) and(iii). (b) insert Clause 4.6.2(d): (d) Have risers installed vertically with no offsets. (c) clause 5.3(c) of AS/NZS 3500.2 is varied so that concrete support used to support drains must be provided to support all bends greater than DN 65 to vertical risers. (d) replace Clause 5.4.2(d) with: Free running sand, excavated from the trench, capable of passing through a 2 mm mesh sieve, which does not contain clay, organic or other deleterious materials. (e) Insert Clause 15.1(b) as follows: Testing of a sanitary drainage installation.If installed at a property provided with non-drinking water by the Network Utility Operator, testing of a sanitary drainage installation may be carried out in accordance with— (i) a water test using non-drinking water provided by the Network Utility Operator in accordance with clause 15.2; or (ii) an air test in accordance with clause 15.3; or (iii) vacuum test in accordance with clause 15.4; or (iv) in cases other than in(a), testing may be carried out by way of— (A) an air test in accordance with clause 15.3; or (B) a vacuum test in accordance with clause 15.4. (2) Discharge pipes measuring DN 50 or smaller must not be installed in a below ground sanitary drainage system, except for discharge pipes connected to floor waste gullies or vertical riser from a graded drain. [New for 2022] Delete C3P1(1) and insert VIC C3P1(1) as follows: (1) On-site wastewater management systems must protect public health by ensuring that— (a) risks associated with the discharge of treated wastewater and/or the end product from a composting toilet to the environment are minimised; and (b) foul air and gasses are prevented from accumulating within or entering into buildings; and (c) the likelihood of contamination of the drinking water supply is avoided, and (d) it complies with the requirements of the authority having jurisdiction. Delete C3P5 and insert VIC C3P5 as follows: VIC C3P5 General requirements [New for 2022] On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must be designed, constructed, installed, replaced, repaired, altered and maintained— (a) with required treatment and storage capacity for the volume and make up of waste and frequency of discharge for disposal; and (b) with requiredsize, strength and rigidity for the nature, flow rates, volume of wastes and/or waste products which must be processed; and (c) using materials which are impervious both to the waste for which disposal is required and to water; and (d) to avoid the likelihood of surface water and stormwater entering the system; and (e) in accordance with the requirements and agreement of the relevant authority having jurisdiction. Delete C3P6 and insert VIC C3P6 as follows: VIC C3P6 Land application systems [New for 2022] (1) On-site wastewater management systems and associated land application systems must— (a) complete the treatment, uptake and absorption of the final effluent within the boundaries of the approved area; and (b) protect against internal contamination; and (c) provide ventilation to avoid the likelihood of foul air and gases from accumulating in the system; and (d) transfers wastes safely and hygienically. (2) On-site wastewater management systems and associated land application systems must— (a) avoid the likelihood of the creation of unpleasant odours or the accumulation of offensive matter; and (b) avoid the likelihood of stormwater run-off entering the system; and (c) avoid the likelihood of root penetration or ingress of ground water entering the system; and (d) avoid the likelihood of unintended or uncontrolled discharge; and (e) avoid the likelihood of blockage and leakage; and (f) avoid the likelihood of damage from superimposed loads or ground movement; and (g) avoid the likelihood off effluent and foul air and gasses entering the building. (3) The on-site wastewater management system and associated land application system continue to meet the above requirements throughout its serviceable life. Delete C3P7 and insert VIC C3P7 as follows: VIC C3P7 Access for maintenance [New for 2022] (1) On-site wastewater management systemsthat facilitate on-site storage, treatment, disposal or re-use of wastewater must— (a) provide vehicle access for collection, if necessary; and (b) avoid the likelihood of unauthorised access by people; and (c) provide safe access for cleaning, clearing blockages, maintenance, measurement and performance sampling. (2) Land application systems must— (a) provide safe access, as required, for clearing blockages and maintenance; and (b) incorporate provisions, as required, for effective cleaning. Introduction to this Part 2019: Vic Part H1 This Part sets out the requirements for the design, construction, installation, replacement, repair, alteration and maintenance of any part of a low risk on-site liquid trade waste system. VIC C4P1 Requirements for low risk on-site liquid trade waste management practices [2019: HP1.1] (1) A low risk liquid trade waste appliance must— (a) be located as close as practicable to the fixtures that it serves and if of the portable type must be installed above ground; and (a) be fitted with a cover which is able to withstand vehicular or pedestrian traffic or other loads likely to be imposed on it and is readily removable by one person; and (a) be constructed of materials suitable for the nature of the wastes likely to be discharged through the appliance. (2) A low risk liquid trade waste appliance must— (a) if fitted with an airtight cover, be provided with a DN 32, DN 50 or DN 80 sized vent as nominated by the relevant Network Utility Operator; and (b) be provided with the following outlet ventilation— (i) if installed outside a building, a DN 100 sized riser off a disconnector gully in accordance with clause 4.6.2 of AS/NZS 3500.2; (ii) if not of the portable type and installed inside a building, a DN 50 sized vent off a disconnector gully in accordance with clause 4.6.5 of AS/NZS 3500.2; and (iii) if of the portable type installed inside a building, a DN 50 sized vent off a DN 80 sized trap riser in accordance with clause 4.6.5 of AS/NZS 3500.2. (3) If a low risk liquid trade waste appliance and outlet vent are interconnected, the interconnection must be in accordance with clause 6.9.3 of AS/NZS 3500.2. (4) The outlet from a low risk liquid trade waste appliance must— (a) if of the portable type receiving a hydraulic loading of up to 5 fixture units, be a minimum size of DN 50; or (b) if of the portable type receiving a hydraulic loading of more than 5 fixture units, be a minimum size of DN 80; or(c) in cases other than that in(a) or(b), be a minimum size of DN 100; and (d) have a separate trap, of the same size as the outlet pipe, installed at its outlet. (5) In this clause hydraulic loading means the rate of discharge imposed on a sanitary plumbing installation and is measured in fixture units; low risk liquid trade waste means water-borne discharges other than sewage that are classified by an Authority within the meaning of the Water Act 1989 as being of low risk from causing harm to the environment and the assets of that Authority; low risk liquid trade waste appliance means an appliance that traps and partially treats low risk liquid trade waste and prevents it from entering the sewerage system.",[],[],2,,89,NCC_2022_VOLUME_THREE
